CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OTHER_CNT,OTHER_0_4,OTHER_5_14,OTHER_15_19,OTHER_20_24,OTHER_25_34,OTHER_35_44,OTHER_45_54,OTHER_55_64,OTHER_65_74,OTHER_75
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,CENTRE CITY,2019,,25129,18308,727,0,0,3880,0,0,7012,1142,1626,316,8207,71,7,8,17771,341,0,45,6,43,2,0,0,14,0,306,15820,3753,23794,1528,22,3,7,31,0,49,7,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,8,1,0,0,18,35,0,643,11,1,0,5,318,114,543,16,1,0,11,40,13,78,16,3,1,65,9422,5742,767,298,14,13040,11302,334,281,148,901,5452,3068,1287,821,485,263,305,274,122,1038,4932,2189,931,654,465,392,639,569,270,1949,11015,5342,2237,1482,950,655,766,0,14,0,10,631,85,19,7,0,0
Residential,1,PKH,PARKHILL,CENTRE,BUILT-OUT,1950s,2019,,1691,936,75,0,0,480,0,0,457,52,94,22,311,363,175,0,300,39,0,59,0,0,0,0,0,0,0,3,282,78,440,13,0,1,6,30,0,42,15,1,7,2,159,115,384,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,14,60,3,0,1,0,338,273,765,16,2,3,0,306,331,109,94,0,846,841,39,64,50,37,198,140,113,106,74,25,45,56,28,73,191,122,135,100,59,32,84,120,78,110,389,262,248,206,133,57,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,BUILT-OUT,1950s,2019,,2036,939,103,0,0,531,0,0,529,128,60,24,198,611,138,37,16,56,0,80,0,0,1,0,0,0,0,0,12,0,14,4,0,0,1,61,0,91,6,0,12,0,125,44,259,8,2,0,0,0,0,0,0,0,0,0,35,0,54,2,0,0,0,1,0,0,0,0,0,0,55,0,144,1,0,0,4,580,487,1473,12,10,0,1,222,338,143,158,6,1024,1008,50,118,50,66,153,146,148,164,71,58,52,105,41,75,151,120,144,165,78,77,102,223,91,141,304,266,292,329,149,135,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SSW,SCARBORO/ SUNALTA WEST,CENTRE,BUILT-OUT,1950s,2019,,401,167,0,0,0,131,0,0,88,24,9,14,32,163,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,131,399,9,2,0,0,30,54,29,38,0,204,189,10,35,10,0,17,28,42,30,18,14,10,25,8,7,13,34,35,26,16,15,20,60,18,7,30,62,77,56,34,29,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2019,,3457,2430,54,0,0,536,0,0,1071,157,217,54,931,52,22,6,2220,102,0,26,0,0,0,1,0,1,0,3,2144,439,2956,61,0,2,0,26,0,30,0,0,0,0,21,16,59,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,2,0,97,0,0,0,2,100,67,202,0,0,0,2,46,14,107,1,2,0,2,1517,690,98,34,0,1780,1669,39,27,14,119,671,431,186,154,100,39,42,30,18,128,688,327,176,129,81,50,81,57,32,247,1359,758,362,283,181,89,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ROX,ROXBORO,CENTRE,BUILT-OUT,INNER CITY,2019,,422,154,6,0,0,142,0,0,99,9,18,11,17,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,142,422,3,1,0,0,14,60,33,41,0,226,196,13,32,20,12,10,24,35,45,22,13,12,30,7,8,10,32,26,37,21,13,25,62,27,20,20,56,61,82,43,26,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WND,WINDSOR PARK,CENTRE,BUILT-OUT,1950s,2019,,4584,2466,227,0,0,887,0,0,1017,235,181,44,989,328,360,60,1528,92,0,92,3,0,1,0,0,2,0,2,1461,434,2353,63,0,0,1,82,0,165,9,0,0,0,336,145,893,19,4,1,0,0,0,0,0,0,0,0,59,13,163,1,0,0,0,5,0,47,1,0,0,1,80,55,162,3,8,0,0,317,240,798,7,3,0,6,970,850,279,217,14,2235,2337,95,160,76,117,531,458,286,264,151,97,110,157,84,129,515,432,300,271,188,151,205,317,160,246,1046,890,586,535,339,248,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MEA,MEADOWLARK PARK,CENTRE,BUILT-OUT,1950s,2019,,644,287,0,0,0,217,0,0,170,29,20,0,64,280,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,265,217,632,8,3,0,0,53,117,61,37,0,323,315,17,35,9,12,43,63,49,46,34,15,18,29,13,0,41,46,62,50,34,22,35,64,22,12,84,109,111,96,68,37,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHN,CHINATOWN,CENTRE,BUILT-OUT,CENTRE CITY,2019,,2471,1989,21,0,0,378,0,0,838,72,78,24,974,0,0,0,1967,7,0,1,14,0,0,0,0,0,0,48,1614,378,2451,286,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,14,905,628,73,19,0,1205,1250,26,17,16,48,268,322,131,107,94,176,23,20,7,48,256,243,115,113,107,318,49,37,23,96,524,571,246,220,201,494,6,0,0,0,0,0,6,0,0,0,0
Residential,1,ERL,ERLTON,CENTRE,BUILT-OUT,INNER CITY,2019,,1270,733,15,0,0,433,0,0,314,67,57,20,275,126,51,2,399,110,0,44,0,0,1,0,0,0,0,1,395,246,650,0,0,0,6,33,0,47,2,0,1,0,45,19,101,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,110,87,210,0,0,0,0,117,81,255,6,1,0,1,289,305,69,38,0,650,617,22,27,11,18,171,117,104,102,61,17,27,24,11,17,163,108,85,93,63,26,49,51,22,35,334,225,189,195,124,43,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,N/A,EMPLOYMENT,2019,,0,11,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,BUILT-OUT,CENTRE CITY,2019,,8683,5679,503,0,0,342,0,0,2037,435,446,152,2608,1,0,1,5645,20,0,0,0,0,0,1,0,11,0,114,5107,342,8432,388,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,222,10,0,0,0,20,0,29,0,0,0,0,1,0,0,0,0,0,12,2701,1781,438,198,6,4387,4160,210,173,55,405,1612,821,398,367,230,116,201,191,65,470,1525,650,295,289,232,242,420,376,120,894,3179,1504,693,656,462,358,115,9,12,0,19,42,33,0,0,0,0
Residential,1,MAN,MANCHESTER,CENTRE,BUILT-OUT,EMPLOYMENT,2019,,1025,659,31,0,0,29,0,0,223,48,63,17,308,28,4,0,615,4,0,5,0,0,1,1,0,1,0,0,487,29,781,19,109,0,0,5,0,10,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,189,0,0,0,0,0,0,0,0,4,0,6,19,0,32,3,0,0,3,302,140,44,24,0,605,420,32,28,13,54,167,127,79,57,30,18,35,30,13,43,126,69,42,30,20,12,67,58,26,97,293,196,121,87,50,30,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HIW,HIGHWOOD,CENTRE,BUILT-OUT,1950s,2019,,2258,1013,91,0,0,552,0,0,534,128,56,22,273,747,79,2,19,16,0,150,0,0,0,0,0,0,0,0,19,0,32,0,0,0,0,116,0,159,20,0,12,1,75,38,194,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,1,0,0,3,702,501,1841,30,9,0,0,257,320,155,177,12,1118,1125,49,140,49,63,170,199,145,164,83,56,63,132,60,66,177,173,141,168,67,78,112,272,109,129,347,372,286,332,150,134,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,BUILT-OUT,1950s,2019,,2798,1108,82,0,0,742,0,0,681,117,61,38,210,680,0,0,369,33,0,23,0,0,0,2,0,1,0,0,347,181,588,20,0,0,0,13,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,393,1,0,0,0,31,25,60,1,0,0,1,631,536,1739,31,5,2,3,266,411,138,197,9,1329,1462,53,130,74,83,137,160,169,223,190,110,40,140,66,62,134,168,163,254,237,198,93,270,140,145,271,328,332,477,427,308,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SOC,SOUTH CALGARY,CENTRE,BUILT-OUT,INNER CITY,2019,,4442,2568,381,0,0,1048,0,0,1247,184,172,79,883,583,321,114,1061,377,0,95,0,14,1,0,1,1,0,1,882,261,1446,55,122,0,1,74,0,126,11,2,6,3,297,224,751,15,5,0,0,0,0,0,0,0,0,0,105,28,181,9,0,0,0,16,0,65,1,0,0,2,339,149,629,11,23,0,9,529,386,1244,22,12,2,17,803,979,256,190,8,2204,2231,158,164,66,98,583,499,296,215,93,32,168,176,55,174,633,453,237,191,100,44,326,340,121,272,1216,952,533,406,193,76,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAF,MAYFAIR,CENTRE,BUILT-OUT,1950s,2019,,432,156,6,0,0,141,0,0,93,25,8,13,17,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,141,432,1,1,0,0,15,61,27,48,0,219,213,10,29,22,11,13,19,29,53,22,11,7,30,11,10,11,21,39,45,16,23,17,59,33,21,24,40,68,98,38,34,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,BUILT-OUT,INNER CITY,2019,,1895,1349,15,0,0,273,0,0,563,97,137,39,509,162,18,9,946,73,0,139,0,0,0,0,0,2,0,9,865,166,1208,34,0,36,2,120,0,161,11,0,6,1,17,6,33,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,1,0,45,1,0,0,0,67,25,110,1,4,1,5,147,76,327,6,0,2,2,762,358,61,37,0,929,942,24,26,17,74,353,198,90,69,58,20,17,29,12,92,405,192,74,56,40,25,41,55,29,166,758,390,164,125,98,45,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TUX,TUXEDO PARK,CENTRE,BUILT-OUT,INNER CITY,2019,,5326,2782,427,0,0,1081,0,0,1304,274,163,67,971,1033,501,35,640,264,0,298,2,7,1,0,0,1,0,7,599,91,848,31,0,0,1,222,14,374,57,4,8,1,463,280,1286,23,13,1,0,0,0,0,0,0,0,0,26,11,64,9,0,0,2,9,0,29,0,0,0,1,245,89,520,13,4,0,11,947,596,2205,56,10,3,11,883,902,402,299,16,2667,2641,185,198,75,147,585,573,356,296,167,85,193,206,77,137,626,513,318,288,138,145,378,404,152,284,1211,1093,674,584,305,230,7,0,0,0,0,0,7,0,0,0,0
Residential,1,BEL,BEL-AIRE,CENTRE,BUILT-OUT,1960s/1970s,2019,,390,159,0,0,0,134,0,0,73,27,0,23,31,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,134,390,6,6,0,0,15,56,32,31,0,184,197,0,22,17,7,9,15,26,43,29,16,0,29,13,10,9,14,36,48,25,13,0,51,30,17,18,29,62,91,54,29,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CAP,CAPITOL HILL,CENTRE,BUILT-OUT,1950s,2019,,4744,2440,325,0,0,836,0,0,1494,169,125,59,592,878,588,18,534,56,0,362,0,1,1,1,1,0,0,1,493,7,707,40,0,0,16,298,28,547,34,1,8,1,534,299,1433,35,14,0,0,0,0,0,0,0,0,0,13,9,33,3,1,0,0,3,0,101,0,1,0,0,44,22,103,10,2,0,6,788,471,1819,56,18,3,4,742,789,330,296,14,2492,2233,146,260,89,237,569,424,270,269,147,81,130,190,69,223,492,389,258,254,134,94,276,450,158,460,1061,813,528,523,281,175,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RID,RIDEAU PARK,CENTRE,BUILT-OUT,INNER CITY,2019,,594,342,0,0,0,228,0,0,174,32,31,15,90,131,0,0,188,23,0,0,0,0,0,0,0,0,0,3,162,99,225,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,40,3,0,0,0,123,113,329,3,2,1,0,126,118,28,30,0,288,305,15,26,11,6,24,33,37,52,63,21,11,23,12,13,29,34,42,51,67,23,26,49,23,19,53,67,79,103,130,44,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,BUILT-OUT,1950s,2019,,6997,3010,767,0,0,819,0,0,1271,357,293,56,1026,909,474,27,794,346,0,457,1,0,1,0,1,0,0,0,732,120,1459,62,0,0,1,379,11,682,62,1,10,0,435,129,1300,25,7,0,0,0,0,0,0,0,0,0,27,7,97,0,0,0,0,2,0,7,1,0,0,3,335,9,1146,5,0,0,0,879,543,2305,22,2,2,3,707,996,506,471,107,3627,3360,286,412,163,219,736,653,465,405,172,116,291,369,151,199,698,567,420,330,192,143,577,781,314,418,1434,1220,885,735,364,259,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GPI,GREAT PLAINS,EAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RED,RED CARPET,EAST,BUILT-OUT,1960s/1970s,2019,,1594,908,63,0,0,616,0,0,417,128,32,13,314,0,0,0,400,0,508,0,0,0,0,0,0,0,0,0,389,236,673,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,380,921,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,338,101,59,0,826,763,54,50,17,28,111,117,144,157,98,50,40,39,15,30,99,86,127,160,102,65,94,89,32,58,210,203,271,317,200,115,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PEN,PENBROOKE MEADOWS,EAST,BUILT-OUT,1960s/1970s,2019,,8554,3281,791,0,0,1794,0,0,1696,550,201,57,761,1612,381,0,169,681,0,438,0,0,0,0,0,0,0,0,159,24,320,10,0,0,4,293,23,616,128,0,10,0,364,170,1081,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,398,1780,24,0,0,0,1581,1179,4757,21,1,1,0,571,954,710,638,170,4486,4042,299,594,221,247,619,800,643,584,309,170,289,534,206,213,573,704,511,508,324,180,588,1134,427,460,1192,1504,1154,1092,633,350,6,0,6,0,0,0,0,0,0,0,0
Residual Sub Area,4,09O,09O,EAST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09Q,09Q,EAST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GTI,GOLDEN TRIANGLE,EAST,N/A,EMPLOYMENT,2019,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DOV,DOVER,EAST,BUILT-OUT,1960s/1970s,2019,,10351,4866,786,0,0,2669,0,0,2377,703,271,138,1369,2080,790,0,1149,549,0,298,0,0,0,0,0,0,0,1,1061,350,1536,85,0,1,0,244,26,460,36,2,13,0,748,403,2102,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,362,1175,46,0,0,1,2025,1528,5078,49,1,0,0,1446,1722,692,575,138,5354,4975,286,616,237,265,777,869,712,792,538,262,299,500,213,257,692,778,652,704,568,312,585,1116,450,522,1469,1647,1364,1496,1106,574,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ERI,ERIN WOODS,EAST,BUILT-OUT,1980s/1990s,2019,,7049,2494,608,0,0,1692,0,0,1420,463,188,38,385,1846,50,0,119,271,97,111,0,0,0,0,0,0,0,0,114,68,150,5,0,0,0,84,6,162,8,0,18,0,49,13,163,1,0,0,0,95,88,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,56,874,5,0,1,0,1821,1461,5510,17,0,1,0,429,713,520,617,146,3576,3456,253,553,223,208,483,566,535,502,195,58,231,497,204,179,509,611,484,467,198,76,484,1050,427,387,992,1177,1019,969,393,134,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,OSH,OGDEN SHOPS,EAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FHI,FOOTHILLS,EAST,N/A,EMPLOYMENT,2019,,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,262,12,0,0,0,40,44,44,46,48,40,0,0,0,0,0,0,12,0,0,0,0,0,0,0,40,44,56,46,48,40,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,VAF,VALLEYFIELD,EAST,N/A,EMPLOYMENT,2019,,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,EFI,EASTFIELD,EAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,FHT,FOREST HEIGHTS,EAST,BUILT-OUT,1960s/1970s,2019,,6496,2275,330,0,0,1232,0,0,1654,215,83,30,293,927,473,0,30,578,0,266,0,0,0,1,0,0,0,0,30,0,37,0,0,0,0,246,9,435,20,0,0,0,471,234,1465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,209,0,0,0,0,575,296,1671,2,0,0,0,924,693,2679,1,0,0,1,477,712,407,510,134,3384,3089,171,440,218,208,420,634,486,439,231,137,146,368,192,189,444,515,398,380,236,221,317,808,410,397,864,1149,890,819,467,358,6,0,0,0,0,0,0,6,0,0,0
Residential,1,SOV,SOUTHVIEW,EAST,BUILT-OUT,1950s,2019,,1805,837,96,0,0,397,0,0,454,113,59,15,196,584,26,44,15,52,0,114,1,0,0,1,0,0,0,0,15,0,29,0,0,0,0,93,6,159,16,0,4,2,19,0,42,5,0,0,0,0,0,0,0,0,0,0,44,0,49,0,0,0,0,2,0,65,0,0,0,0,47,0,105,5,0,0,0,565,391,1356,17,0,0,2,245,302,120,99,12,969,831,44,73,38,42,125,152,160,166,101,68,43,66,33,44,99,118,113,123,102,90,87,139,71,86,224,270,273,289,203,158,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,EAST,N/A,EMPLOYMENT,2019,,123,62,0,0,0,47,0,0,35,11,0,0,12,0,0,0,0,0,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,47,101,3,0,0,0,0,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,22,0,0,0,79,20,0,0,0,7,9,14,16,16,11,6,0,0,0,0,0,6,0,8,6,0,0,0,0,7,9,20,16,24,17,6,0,0,0,0,0,0,0,0,0,0,0
